license_plate,state_code,state_name,make,model,owner_name,phone,synthetic_id
UT05YS3525,UT,Uttarakhand,Skoda,Rapid,Vihaan Gupta,SIM+91-9029403405,SIM-F376603F1804
UT38WT6511,UT,Uttarakhand,Hyundai,Venue,Saanvi Nair,SIM+91-7485961870,SIM-F19D77FA67F9
UT17WO1598,UT,Uttarakhand,Tata,Nexon,Aditya Das,SIM+91-7781269394,SIM-2CCBB9463942
UT46OC8378,UT,Uttarakhand,Tata,Tiago,Shruti Gupta,SIM+91-8268801808,SIM-2ED95AAF79EB
UT56RI9082,UT,Uttarakhand,Ford,EcoSport,Kavya Patel,SIM+91-6526364565,SIM-55F9490AD1B5
UT80PN1673,UT,Uttarakhand,Ford,EcoSport,Neha Chowdhury,SIM+91-8115980973,SIM-1D15B819FE95
UT70SV7223,UT,Uttarakhand,Skoda,Octavia,Neha Gupta,SIM+91-7064399566,SIM-CB2853C82E75
UT77SQ4082,UT,Uttarakhand,Tata,Harrier,Vivaan Singh,SIM+91-8127716670,SIM-BF22A1737DCB
UT21XZ6484,UT,Uttarakhand,Ford,Endeavour,Ishaan Reddy,SIM+91-9888261827,SIM-F8E267C4509D
UT62XF6863,UT,Uttarakhand,Honda,Amaze,Aarav Reddy,SIM+91-8657234013,SIM-57FAFC0D1013
UT09MA5363,UT,Uttarakhand,Ford,Endeavour,Vihaan Gupta,SIM+91-8091887795,SIM-7BCACBD7D6AA
UT51EL6424,UT,Uttarakhand,Mahindra,Scorpio,Rahul Rao,SIM+91-8281968411,SIM-47377B38E409
UT12LK7851,UT,Uttarakhand,Tata,Nexon,Sneha Gupta,SIM+91-7088990609,SIM-C74DDD348187
UT88HN6538,UT,Uttarakhand,Maruti,Brezza,Ishaan Patel,SIM+91-7132705109,SIM-F6A6F688A2E5
UT05IY6005,UT,Uttarakhand,Ford,Endeavour,Vihaan Sharma,SIM+91-7377805895,SIM-60982EB53C19
UT78PI4029,UT,Uttarakhand,Skoda,Rapid,Ishaan Sharma,SIM+91-9059594684,SIM-ABB4CA7DCF1C
UT04XX1678,UT,Uttarakhand,Mahindra,XUV700,Ishaan Nair,SIM+91-9691560221,SIM-62FF3E8CE98C
UT16PV3460,UT,Uttarakhand,Hyundai,Verna,Arjun Patel,SIM+91-9629449947,SIM-7C0C1AF7FC1B
UT49JA4458,UT,Uttarakhand,Kia,Sonet,Sai Rao,SIM+91-9392561168,SIM-6EC316137194
UT86DX7206,UT,Uttarakhand,Tata,Harrier,Rohan Chowdhury,SIM+91-6788149620,SIM-E95BCEECAA60
UT38NN1990,UT,Uttarakhand,Mahindra,Scorpio,Aarav Reddy,SIM+91-7774367970,SIM-77210CF772BD
UT88VC2356,UT,Uttarakhand,Maruti,Dzire,Anjali Singh,SIM+91-7229944510,SIM-691121E5562C
UT03AM2519,UT,Uttarakhand,Maruti,Swift,Ananya Rao,SIM+91-8774624736,SIM-95500873C39B
UT36BP1512,UT,Uttarakhand,Ford,Endeavour,Sneha Gupta,SIM+91-9709311290,SIM-3C263B8D888B
UT51SB6660,UT,Uttarakhand,Mahindra,Thar,Ananya Singh,SIM+91-8453476246,SIM-9DBE9A65E5EB
UT37DN6250,UT,Uttarakhand,Skoda,Rapid,Kavya Rao,SIM+91-9084222020,SIM-BF8D2AC2F4E1
UT71WX7770,UT,Uttarakhand,Mahindra,XUV700,Saanvi Das,SIM+91-6662567163,SIM-0686008D06E6
UT83MY5222,UT,Uttarakhand,Toyota,Yaris,Ishaan Nair,SIM+91-9979672436,SIM-7CCAB3919BFC
UT07CF1595,UT,Uttarakhand,Mahindra,XUV700,Sneha Das,SIM+91-7419423245,SIM-EAE0C69EBEA4
UT83SK8249,UT,Uttarakhand,Kia,Sonet,Pooja Reddy,SIM+91-9392126453,SIM-725494A68020
UT57NR9252,UT,Uttarakhand,Honda,WR-V,Rohan Gupta,SIM+91-7576503295,SIM-FBEEB06C43D2
UT88QU1019,UT,Uttarakhand,Honda,Amaze,Vivaan Das,SIM+91-8741622765,SIM-A4D07E9D7981
UT48RB8835,UT,Uttarakhand,Honda,Amaze,Priya Iyer,SIM+91-7210504687,SIM-73131581C52B
UT07ML8993,UT,Uttarakhand,Toyota,Yaris,Sneha Das,SIM+91-7428240057,SIM-1D770D24C886
UT91FF5926,UT,Uttarakhand,Skoda,Rapid,Ishaan Gupta,SIM+91-6212966542,SIM-9EFF2136C4BB
UT16CW5930,UT,Uttarakhand,MG,Hector,Aditya Kumar,SIM+91-7962573725,SIM-37B5001D8DE6
UT88IH8255,UT,Uttarakhand,Ford,EcoSport,Vivaan Reddy,SIM+91-7309449362,SIM-1159E68ADD94
UT47DY4950,UT,Uttarakhand,Mahindra,XUV700,Rahul Rao,SIM+91-7302688666,SIM-FAAD3C4427E1
UT29WU5421,UT,Uttarakhand,Mahindra,Scorpio,Aarav Reddy,SIM+91-8993994557,SIM-93ADB634DD8E
UT12UQ6154,UT,Uttarakhand,Honda,City,Priya Rao,SIM+91-9376761149,SIM-5350A1A3C18B
UT78BU6446,UT,Uttarakhand,Toyota,Innova,Ishaan Kumar,SIM+91-8368737056,SIM-23509CDA2A8A
UT90VI7477,UT,Uttarakhand,Mahindra,XUV700,Rohan Kumar,SIM+91-8553707490,SIM-F6020BF74D6C
UT82TU1285,UT,Uttarakhand,Kia,Seltos,Ishaan Singh,SIM+91-9544060771,SIM-EBC95D47FCFE
UT84UQ1275,UT,Uttarakhand,MG,Astor,Aditya Chowdhury,SIM+91-9039981016,SIM-DDBCAF356A72
UT62JR4386,UT,Uttarakhand,Toyota,Yaris,Karan Kumar,SIM+91-7287469464,SIM-EFB4545BCF21
UT75GZ3140,UT,Uttarakhand,Kia,Sonet,Aarav Kumar,SIM+91-6668848595,SIM-A3C20A32F18F
UT08EG7382,UT,Uttarakhand,Ford,EcoSport,Aditya Iyer,SIM+91-8803989592,SIM-B49EE5F02A32
UT80KB4306,UT,Uttarakhand,Toyota,Innova,Anjali Sharma,SIM+91-9862812717,SIM-26664C87C346
UT68PG8967,UT,Uttarakhand,Tata,Nexon,Rahul Rao,SIM+91-6349684867,SIM-4F7F8ACF5BFB
UT74YW1515,UT,Uttarakhand,Maruti,Brezza,Sai Iyer,SIM+91-9134580942,SIM-BF1FA950CDA2
UT55JW7414,UT,Uttarakhand,Honda,Amaze,Shruti Gupta,SIM+91-6284617492,SIM-A6CC383A1B92
UT82DM3626,UT,Uttarakhand,Tata,Harrier,Sai Rao,SIM+91-8349550684,SIM-9211A4BF86ED
UT63ZI3850,UT,Uttarakhand,MG,Hector,Karan Reddy,SIM+91-8238098143,SIM-2C455950549D
UT12EO2537,UT,Uttarakhand,Ford,EcoSport,Rahul Reddy,SIM+91-9705746410,SIM-0C173D1D0DEE
UT12QR3667,UT,Uttarakhand,Maruti,Brezza,Karan Nair,SIM+91-8002078815,SIM-DE3064902491
UT06PU4169,UT,Uttarakhand,Tata,Tiago,Ananya Singh,SIM+91-7062184882,SIM-D9D25F9DE7CF
UT29AY9701,UT,Uttarakhand,Honda,Amaze,Pooja Singh,SIM+91-9919646626,SIM-2D7F2E6DF260
UT85NJ2429,UT,Uttarakhand,Mahindra,XUV700,Anjali Sharma,SIM+91-8709174836,SIM-06CA3121C973
UT18YA8192,UT,Uttarakhand,MG,Astor,Neha Patel,SIM+91-7423013063,SIM-5F64A7457CC7
UT73ZU3961,UT,Uttarakhand,Mahindra,Scorpio,Karan Verma,SIM+91-9976909789,SIM-5DC2D7C3C799
UT24GE4931,UT,Uttarakhand,Ford,EcoSport,Rahul Verma,SIM+91-7629605383,SIM-CF54CC616609
UT06NO8386,UT,Uttarakhand,Toyota,Yaris,Anjali Iyer,SIM+91-6653539159,SIM-287A88E25529
UT78DD1674,UT,Uttarakhand,Toyota,Corolla,Sai Sharma,SIM+91-8405991514,SIM-D940E3438CB1
UT85TS8867,UT,Uttarakhand,Honda,WR-V,Karan Sharma,SIM+91-7566022758,SIM-DB040D73CFE3
UT98KS6174,UT,Uttarakhand,Toyota,Yaris,Rahul Kumar,SIM+91-7822807046,SIM-390517A3AE5C
UT38TW7910,UT,Uttarakhand,Honda,WR-V,Aditya Iyer,SIM+91-9931731710,SIM-63AAEB379903
UT24FC2880,UT,Uttarakhand,Toyota,Corolla,Rahul Verma,SIM+91-9336609276,SIM-DC5F6665FA95
UT73DV2849,UT,Uttarakhand,Mahindra,Thar,Saanvi Rao,SIM+91-7209435206,SIM-6E5227A147A4
UT01OU4268,UT,Uttarakhand,Mahindra,XUV700,Aarav Gupta,SIM+91-9178657202,SIM-58CF2619F4C6
UT81HT4257,UT,Uttarakhand,Ford,EcoSport,Saanvi Chowdhury,SIM+91-6599094144,SIM-83BD2FA037C1
UT72BE3915,UT,Uttarakhand,Ford,Endeavour,Priya Nair,SIM+91-6686078728,SIM-A03A54F806DF
UT28PJ5469,UT,Uttarakhand,Mahindra,Scorpio,Aarav Das,SIM+91-7997283746,SIM-8A0D6EFD5BA7
UT54XL7058,UT,Uttarakhand,Kia,Sonet,Pooja Nair,SIM+91-7276824782,SIM-10781BCC8651
UT86WF3583,UT,Uttarakhand,Ford,EcoSport,Kavya Iyer,SIM+91-9842796740,SIM-80B7EE739C4E
UT94IW8920,UT,Uttarakhand,Kia,Carnival,Karan Patel,SIM+91-7079373586,SIM-2010123AB031
UT95EM1950,UT,Uttarakhand,MG,Hector,Aarav Das,SIM+91-6308822730,SIM-9D3EAEBEDD0C
UT89SZ2600,UT,Uttarakhand,Mahindra,Thar,Priya Patel,SIM+91-7749517536,SIM-DB7C4D538F5F
UT97BX1515,UT,Uttarakhand,Ford,EcoSport,Pooja Patel,SIM+91-7096808730,SIM-7F52EDF38318
UT51AI3383,UT,Uttarakhand,Maruti,Brezza,Karan Patel,SIM+91-6263251047,SIM-191F506CCD72
UT45MI4447,UT,Uttarakhand,Mahindra,Scorpio,Vihaan Rao,SIM+91-6798263633,SIM-601EEDCC8936
UT60BV5050,UT,Uttarakhand,Hyundai,Venue,Rahul Rao,SIM+91-7235720277,SIM-C255417A5A9F
UT72HC2564,UT,Uttarakhand,Hyundai,Verna,Neha Patel,SIM+91-7256000147,SIM-EF99BB7610FF
UT25FX8028,UT,Uttarakhand,Maruti,Swift,Anjali Verma,SIM+91-8847545610,SIM-18116E19EE4A
UT82BR2977,UT,Uttarakhand,Toyota,Corolla,Kavya Verma,SIM+91-6058112110,SIM-FAF772CDC636
UT65OE4144,UT,Uttarakhand,Honda,City,Sai Reddy,SIM+91-9086290801,SIM-F88C557688F5
UT13FF9840,UT,Uttarakhand,Mahindra,Thar,Saanvi Chowdhury,SIM+91-8383621539,SIM-71F3771025F3
UT80UW2052,UT,Uttarakhand,Maruti,Baleno,Aditya Reddy,SIM+91-8710597741,SIM-FBE72F10DB51
UT94AT6061,UT,Uttarakhand,Honda,WR-V,Pooja Verma,SIM+91-7513259543,SIM-217D6DD92ED1
UT81MQ9062,UT,Uttarakhand,Honda,City,Rohan Rao,SIM+91-8125150727,SIM-C75E905B9B89
UT07HN2984,UT,Uttarakhand,Maruti,Swift,Aarav Nair,SIM+91-8733255530,SIM-A2A73763B815
UT10JU9243,UT,Uttarakhand,Skoda,Rapid,Anjali Patel,SIM+91-9371462383,SIM-6ED9EC8D32E1
UT74CV7000,UT,Uttarakhand,Kia,Carnival,Arjun Iyer,SIM+91-6164479451,SIM-32A9CB41FEA3
UT62UA7098,UT,Uttarakhand,Hyundai,Verna,Anjali Iyer,SIM+91-9739047414,SIM-84B427B3DEF8
UT74KH2535,UT,Uttarakhand,Maruti,Swift,Anjali Patel,SIM+91-9560492472,SIM-1F2D484D9E0D
UT63OY9557,UT,Uttarakhand,Mahindra,XUV700,Ananya Iyer,SIM+91-8027563577,SIM-53330282A70C
UT81RX6448,UT,Uttarakhand,Ford,Endeavour,Rahul Gupta,SIM+91-8877669422,SIM-8787E7770F1F
UT66GD9813,UT,Uttarakhand,Kia,Carnival,Kavya Patel,SIM+91-6317389328,SIM-376F8911F31C
UT23QD1058,UT,Uttarakhand,MG,Hector,Ananya Patel,SIM+91-7749464571,SIM-E8A8862560DE
UT76KP4006,UT,Uttarakhand,Maruti,Dzire,Arjun Gupta,SIM+91-6976511423,SIM-C4AD3B54ADA7
UT08AQ8438,UT,Uttarakhand,Hyundai,Creta,Shruti Das,SIM+91-7605931161,SIM-674167230E51
UT87BG2879,UT,Uttarakhand,Honda,WR-V,Divya Rao,SIM+91-9977685475,SIM-EA64202E55CF
UT33IY4456,UT,Uttarakhand,Skoda,Rapid,Saanvi Nair,SIM+91-8709846724,SIM-A8CDC26D90A6
UT90SO7522,UT,Uttarakhand,Mahindra,Scorpio,Priya Singh,SIM+91-8336537280,SIM-F9055ABE24A8
UT71EQ3762,UT,Uttarakhand,Maruti,Dzire,Ishaan Das,SIM+91-9880862824,SIM-F6A95BD5C1BB
UT17LD5147,UT,Uttarakhand,Mahindra,Scorpio,Vivaan Reddy,SIM+91-9142486303,SIM-156CF3239EE4
UT51KV7121,UT,Uttarakhand,Maruti,Dzire,Sneha Singh,SIM+91-8501220087,SIM-5572B78BE17F
UT33GR3286,UT,Uttarakhand,Toyota,Innova,Divya Sharma,SIM+91-9654437051,SIM-1FD24F243DDA
UT77YD7600,UT,Uttarakhand,Skoda,Rapid,Vihaan Das,SIM+91-8798171110,SIM-6489461363D4
UT15KZ8215,UT,Uttarakhand,Toyota,Innova,Divya Das,SIM+91-7586723951,SIM-A70FE377ADB5
UT51JX8839,UT,Uttarakhand,Kia,Sonet,Ishaan Patel,SIM+91-9722107188,SIM-AD978A63E6D7
UT25QB7335,UT,Uttarakhand,Mahindra,XUV700,Pooja Rao,SIM+91-8295641602,SIM-88DD25A91257
UT13AS1027,UT,Uttarakhand,Mahindra,Thar,Sneha Sharma,SIM+91-7261828863,SIM-D006FDE78698
UT98BF2400,UT,Uttarakhand,Skoda,Octavia,Priya Singh,SIM+91-8548001577,SIM-BBEA1B30425F
UT91DY1478,UT,Uttarakhand,Maruti,Brezza,Neha Iyer,SIM+91-6541817012,SIM-276378DD4FFF
UT95HY7411,UT,Uttarakhand,Tata,Nexon,Sai Sharma,SIM+91-7407975217,SIM-03AE9C29D845
UT14SJ3846,UT,Uttarakhand,Maruti,Swift,Ishaan Verma,SIM+91-6056089600,SIM-6BE1BB1AA5C3
UT99UQ9758,UT,Uttarakhand,Hyundai,Verna,Sneha Reddy,SIM+91-9383404216,SIM-D4933AC66FAD
UT82AH4518,UT,Uttarakhand,Skoda,Rapid,Vihaan Sharma,SIM+91-9345274120,SIM-E371DADE8623
UT77YN7513,UT,Uttarakhand,Hyundai,Verna,Aditya Kumar,SIM+91-8045557064,SIM-69CBDCFCC1FD
UT91IJ1579,UT,Uttarakhand,Kia,Sonet,Karan Sharma,SIM+91-6546505699,SIM-8FC99E8D56B7
UT62EI8705,UT,Uttarakhand,Skoda,Octavia,Pooja Gupta,SIM+91-7269165194,SIM-D98C271B7C6B
UT18DL3239,UT,Uttarakhand,Hyundai,Verna,Divya Reddy,SIM+91-8293212090,SIM-0C526460A02F
UT58OF7899,UT,Uttarakhand,Skoda,Octavia,Ishaan Gupta,SIM+91-8063227577,SIM-0886231EAA8B
UT42YP8360,UT,Uttarakhand,Skoda,Rapid,Kavya Iyer,SIM+91-8819795829,SIM-A68DB86288FE
UT75AA6274,UT,Uttarakhand,Maruti,Swift,Saanvi Sharma,SIM+91-8452344541,SIM-3CDE1D84CB62
UT47AH5055,UT,Uttarakhand,Kia,Sonet,Sai Chowdhury,SIM+91-9548050110,SIM-2D922E2D8194
UT99YS6291,UT,Uttarakhand,Kia,Carnival,Ishaan Gupta,SIM+91-9699234800,SIM-79AF80B7357C
UT33TY2556,UT,Uttarakhand,Tata,Nexon,Ishaan Patel,SIM+91-6056394772,SIM-ADBA59725F14
UT93YB5832,UT,Uttarakhand,Tata,Nexon,Saanvi Verma,SIM+91-6384542718,SIM-9DD8F0A3BD50
UT68VQ3519,UT,Uttarakhand,Skoda,Rapid,Vivaan Nair,SIM+91-9915961079,SIM-BB5C824BC890
UT34ZU2850,UT,Uttarakhand,Hyundai,Verna,Rahul Iyer,SIM+91-7934395456,SIM-A66F0BFF1450
UT46JE9349,UT,Uttarakhand,Skoda,Octavia,Sneha Sharma,SIM+91-7333229345,SIM-3199111080FC
UT77UW3634,UT,Uttarakhand,Toyota,Yaris,Aditya Singh,SIM+91-7839434249,SIM-D054DD53C192
UT78WC5386,UT,Uttarakhand,Kia,Seltos,Sneha Reddy,SIM+91-9141927501,SIM-D67C071BF8F8
UT37EE1834,UT,Uttarakhand,Ford,EcoSport,Aditya Rao,SIM+91-6260281875,SIM-1F4F3C29792B
UT54DA7230,UT,Uttarakhand,Ford,Endeavour,Divya Chowdhury,SIM+91-8449420489,SIM-94C6614F8613
UT05YV8743,UT,Uttarakhand,MG,Hector,Rohan Verma,SIM+91-8047317791,SIM-A620BBD999F1
UT10UJ3869,UT,Uttarakhand,Ford,EcoSport,Vivaan Gupta,SIM+91-9340079452,SIM-1DDFFB410250
UT14SO1529,UT,Uttarakhand,Mahindra,Scorpio,Rahul Verma,SIM+91-8997040912,SIM-26BEC617439E
UT10EN2050,UT,Uttarakhand,Skoda,Octavia,Neha Singh,SIM+91-7084885776,SIM-5804EF360D9A
UT23HR1876,UT,Uttarakhand,Kia,Carnival,Saanvi Verma,SIM+91-7296220055,SIM-EA1D05BF4EF4
UT24NX6270,UT,Uttarakhand,Hyundai,Verna,Kavya Kumar,SIM+91-7404854178,SIM-9389686D7B85
UT65NX3834,UT,Uttarakhand,Tata,Nexon,Ishaan Singh,SIM+91-9737476437,SIM-B69FAE19E2A4
UT47KJ2147,UT,Uttarakhand,Mahindra,XUV700,Shruti Kumar,SIM+91-9480178018,SIM-195CEB3057C6
UT43DY9657,UT,Uttarakhand,Tata,Harrier,Aditya Rao,SIM+91-8380244191,SIM-A1D9FDA7F0F8
UT18HB7645,UT,Uttarakhand,Honda,Amaze,Neha Sharma,SIM+91-7229647430,SIM-EEE20FFEA744
UT52OV8369,UT,Uttarakhand,MG,Astor,Divya Singh,SIM+91-6208484864,SIM-CBC2CF5C4B1B
UT92DO3634,UT,Uttarakhand,Toyota,Corolla,Sai Chowdhury,SIM+91-9115625050,SIM-383916B87D89
UT86OH7476,UT,Uttarakhand,Tata,Tiago,Priya Das,SIM+91-9523762414,SIM-BC9612AACF51
UT95QQ4987,UT,Uttarakhand,Mahindra,XUV700,Divya Patel,SIM+91-6774201978,SIM-9A671FF31035
UT66NK7794,UT,Uttarakhand,Tata,Tiago,Neha Chowdhury,SIM+91-7304494676,SIM-D754C4FDD4AD
UT94XO4079,UT,Uttarakhand,Honda,WR-V,Sneha Iyer,SIM+91-6294241603,SIM-48125087EC8F
UT96ES2788,UT,Uttarakhand,Mahindra,Thar,Anjali Verma,SIM+91-6183323096,SIM-4A55FFB13BC5
UT29IG1284,UT,Uttarakhand,Skoda,Octavia,Vivaan Gupta,SIM+91-9788746442,SIM-33CFB6FC9C35
UT48FZ3010,UT,Uttarakhand,Ford,EcoSport,Aarav Gupta,SIM+91-9907956011,SIM-58656BCA9E51
UT16KG8320,UT,Uttarakhand,MG,Hector,Neha Iyer,SIM+91-6486782862,SIM-E38E1133F6D1
UT10RT2707,UT,Uttarakhand,Ford,EcoSport,Rahul Gupta,SIM+91-7026576158,SIM-541E7EDBB240
UT26RC9157,UT,Uttarakhand,Kia,Sonet,Aditya Iyer,SIM+91-9138149345,SIM-32A8CFA66F83
UT59FF4622,UT,Uttarakhand,Hyundai,Venue,Sneha Chowdhury,SIM+91-6801470743,SIM-FB7DC58B23E4
UT25OP1713,UT,Uttarakhand,Ford,Endeavour,Arjun Iyer,SIM+91-9968333096,SIM-E9DC1C83306B
UT03OX4564,UT,Uttarakhand,Tata,Nexon,Arjun Rao,SIM+91-9279923595,SIM-F4E9949B56C1
UT45ZK6070,UT,Uttarakhand,MG,Astor,Divya Nair,SIM+91-9281230224,SIM-8C0478AFF9AB
UT32FR9549,UT,Uttarakhand,Tata,Tiago,Rohan Reddy,SIM+91-9243644023,SIM-A7C64EFF0EDB
UT34NR3823,UT,Uttarakhand,Skoda,Octavia,Sai Das,SIM+91-6303493113,SIM-CB5F7FBF70B3
UT73KP6038,UT,Uttarakhand,Honda,City,Shruti Verma,SIM+91-9017772603,SIM-F7D1F4A21826
UT20LT3338,UT,Uttarakhand,Toyota,Innova,Sneha Das,SIM+91-9579800162,SIM-8148C45DB7DD
UT22GO7674,UT,Uttarakhand,Ford,EcoSport,Sneha Reddy,SIM+91-8983346357,SIM-E6C8AA97E551
UT59JS4098,UT,Uttarakhand,Skoda,Rapid,Sneha Reddy,SIM+91-6745130980,SIM-170052BBC7B0
UT48VW9175,UT,Uttarakhand,Hyundai,Verna,Saanvi Das,SIM+91-9237013556,SIM-ABBCCE6058BC
UT33FU9527,UT,Uttarakhand,Ford,Endeavour,Anjali Rao,SIM+91-9381476879,SIM-B48031A3BEA1
UT34FK9358,UT,Uttarakhand,Kia,Sonet,Rohan Kumar,SIM+91-6196780829,SIM-1D3FA3B86149
UT19AX1867,UT,Uttarakhand,Skoda,Octavia,Sai Verma,SIM+91-9817063542,SIM-A618D8F6D440
UT66YB4213,UT,Uttarakhand,Tata,Tiago,Sneha Kumar,SIM+91-9198159797,SIM-4B30ED730A99
UT23JL2160,UT,Uttarakhand,MG,Astor,Anjali Rao,SIM+91-7156917950,SIM-A48968076D0E
UT37XR5063,UT,Uttarakhand,Maruti,Swift,Sai Kumar,SIM+91-6577873531,SIM-0CE111E9AD7A
UT93KD8108,UT,Uttarakhand,Ford,EcoSport,Pooja Kumar,SIM+91-8373344803,SIM-1B7C936B5119
UT30BM2053,UT,Uttarakhand,Tata,Harrier,Rohan Singh,SIM+91-9039683199,SIM-96BB9C3852DD
UT80OP3358,UT,Uttarakhand,Honda,Amaze,Rahul Rao,SIM+91-7130696191,SIM-E45633E94DC1
UT94VL2258,UT,Uttarakhand,Ford,EcoSport,Vivaan Reddy,SIM+91-9583726824,SIM-D04990B0FF83
UT26FB4148,UT,Uttarakhand,Mahindra,Scorpio,Aarav Rao,SIM+91-6949003021,SIM-C7DF8A5BBB15
UT26YI7573,UT,Uttarakhand,Tata,Nexon,Neha Rao,SIM+91-9986141522,SIM-786A4232E91C
UT16BN3929,UT,Uttarakhand,Hyundai,Venue,Rahul Sharma,SIM+91-9901205981,SIM-798C8BF1B360
UT98EQ3827,UT,Uttarakhand,Maruti,Brezza,Aditya Gupta,SIM+91-7502976783,SIM-473AF7C16E3B
UT03PQ9777,UT,Uttarakhand,Toyota,Innova,Ananya Rao,SIM+91-7105745095,SIM-80AB7F1FB445
UT44BA7838,UT,Uttarakhand,Maruti,Baleno,Neha Singh,SIM+91-6262092129,SIM-3B1D37A39AFA
UT14NJ3690,UT,Uttarakhand,Tata,Harrier,Saanvi Rao,SIM+91-9174005837,SIM-315F09166999
UT25KC3721,UT,Uttarakhand,Mahindra,Thar,Shruti Verma,SIM+91-7426887411,SIM-E59159747DDD
UT95RB9494,UT,Uttarakhand,Mahindra,Scorpio,Aditya Gupta,SIM+91-9573745513,SIM-3D241FC5EB0C
UT47ZP2328,UT,Uttarakhand,Skoda,Rapid,Rohan Patel,SIM+91-9759656409,SIM-3A8DB0105B11
UT91VX6449,UT,Uttarakhand,Skoda,Octavia,Kavya Iyer,SIM+91-9935476776,SIM-6034B3453952
UT12SN6501,UT,Uttarakhand,Tata,Tiago,Shruti Das,SIM+91-8149864548,SIM-B682BAF3AAC2
UT34VC9803,UT,Uttarakhand,Tata,Tiago,Kavya Singh,SIM+91-9150066919,SIM-00D2AA4331E0
UT77DV9047,UT,Uttarakhand,Skoda,Rapid,Anjali Rao,SIM+91-7362751674,SIM-A84AA8FA53E4
UT42YG7607,UT,Uttarakhand,Hyundai,Venue,Shruti Reddy,SIM+91-8138001324,SIM-BE9B75822363
UT36WP3073,UT,Uttarakhand,Toyota,Yaris,Aarav Verma,SIM+91-9443021280,SIM-EFE40E5DDDE1
UT50OO6290,UT,Uttarakhand,Toyota,Yaris,Pooja Iyer,SIM+91-8718919762,SIM-83A7C79E5164
UT79QT8351,UT,Uttarakhand,Toyota,Corolla,Arjun Rao,SIM+91-7177150655,SIM-EA9F8DDD5800
UT85PM3137,UT,Uttarakhand,MG,Hector,Pooja Chowdhury,SIM+91-6671384454,SIM-F23B2BA6649F
UT27VD8474,UT,Uttarakhand,Honda,WR-V,Rahul Rao,SIM+91-7293028747,SIM-D7483D01D9F9
UT76YQ9090,UT,Uttarakhand,Maruti,Swift,Vihaan Patel,SIM+91-7134489533,SIM-252232CD3645
UT64CY1654,UT,Uttarakhand,Hyundai,Creta,Sneha Iyer,SIM+91-6978205531,SIM-2AE8C53B110E
UT78WW5919,UT,Uttarakhand,Skoda,Octavia,Priya Verma,SIM+91-6483876133,SIM-7605DF3BCAB6
UT13PV5945,UT,Uttarakhand,Mahindra,XUV700,Rohan Das,SIM+91-8432621944,SIM-5583CEC302A5
UT58RX2573,UT,Uttarakhand,MG,Astor,Saanvi Patel,SIM+91-9676197309,SIM-F01876478A66
UT52TE5635,UT,Uttarakhand,Skoda,Rapid,Kavya Patel,SIM+91-8208460935,SIM-9142EFDD8C86
UT38FH8884,UT,Uttarakhand,Toyota,Innova,Pooja Rao,SIM+91-6530011293,SIM-64DCCA1D6D8F
UT81WC4409,UT,Uttarakhand,Skoda,Rapid,Rohan Rao,SIM+91-8900527732,SIM-AF0D23674894
UT07FX8800,UT,Uttarakhand,Mahindra,XUV700,Sneha Rao,SIM+91-8307726574,SIM-9C97BD973B42
UT53WB8556,UT,Uttarakhand,Honda,WR-V,Rohan Kumar,SIM+91-7576412433,SIM-1D0E7F747D3C
UT19WI2613,UT,Uttarakhand,Maruti,Baleno,Rohan Chowdhury,SIM+91-8833903235,SIM-9A283156D212
UT36DH9712,UT,Uttarakhand,Kia,Sonet,Pooja Sharma,SIM+91-6928937000,SIM-77EA12B8970C
UT16BD4284,UT,Uttarakhand,Maruti,Baleno,Vivaan Chowdhury,SIM+91-9451411016,SIM-A8BE923B3239
UT35UJ1453,UT,Uttarakhand,Honda,WR-V,Divya Nair,SIM+91-9577704484,SIM-6FE3DEA6C84F
UT04RL8852,UT,Uttarakhand,Mahindra,Scorpio,Pooja Iyer,SIM+91-7930308660,SIM-A48F6AEA6AA1
UT14JN8842,UT,Uttarakhand,Mahindra,Thar,Sai Reddy,SIM+91-7423290908,SIM-92D00F98BC04
UT47QK2461,UT,Uttarakhand,Skoda,Rapid,Aarav Patel,SIM+91-9047832942,SIM-161183CEEE13
UT82PF8194,UT,Uttarakhand,Honda,Amaze,Arjun Sharma,SIM+91-6500920230,SIM-99CB9770703A
UT43KC3919,UT,Uttarakhand,Mahindra,Thar,Pooja Nair,SIM+91-9329963872,SIM-309A9DBD4139
UT58BB5172,UT,Uttarakhand,Ford,EcoSport,Arjun Sharma,SIM+91-6706489875,SIM-87BCEF7285DD
UT51LT3959,UT,Uttarakhand,Toyota,Innova,Sai Singh,SIM+91-7564133758,SIM-E359CC5FB5AE
UT68XD7604,UT,Uttarakhand,Ford,Endeavour,Anjali Verma,SIM+91-6459703845,SIM-C6ABB4FD291F
UT28IN1368,UT,Uttarakhand,Toyota,Innova,Karan Reddy,SIM+91-9428878233,SIM-EDF5B2E4FD19
UT88YA5209,UT,Uttarakhand,Maruti,Dzire,Neha Singh,SIM+91-7607921921,SIM-45B43D44A5F2
UT13JT4336,UT,Uttarakhand,Honda,Amaze,Sneha Reddy,SIM+91-6134548144,SIM-B473AD81BC68
UT14WM6352,UT,Uttarakhand,Tata,Harrier,Shruti Sharma,SIM+91-8616212658,SIM-1B76120E545C
